x,y,organ
training_286.png,1,colon_13
training_287.png,3,breast_1
training_288.png,3,breast_16
training_289.png,2,breast_18
training_290.png,0,prostate_1
training_291.png,2,colon_9
training_292.png,0,breast_18
training_293.png,7,prostate_10
training_294.png,4,breast_1
training_295.png,1,breast_2
training_296.png,1,colon_5
training_297.png,1,breast_11
training_298.png,11,breast_1
training_299.png,0,colon_9
training_300.png,0,breast_1
training_301.png,12,breast_8
training_302.png,1,colon_8
training_303.png,14,prostate_9
training_304.png,4,colon_2
training_305.png,2,colon_10
training_306.png,1,prostate_3
training_307.png,7,breast_4
training_308.png,5,colon_9
training_309.png,0,breast_9
training_310.png,2,colon_4
training_311.png,1,breast_10
training_312.png,2,prostate_6
training_313.png,13,prostate_9
training_314.png,3,colon_4
training_315.png,0,prostate_11
training_316.png,1,colon_9
training_317.png,1,breast_16
training_318.png,7,breast_1
training_319.png,2,breast_11
training_320.png,1,prostate_1
training_321.png,3,breast_11
training_322.png,23,prostate_10
training_323.png,6,prostate_3
training_324.png,3,breast_8
training_325.png,7,prostate_11
training_326.png,1,prostate_2
training_327.png,0,colon_13
training_328.png,0,prostate_2
training_329.png,0,prostate_7
training_330.png,0,prostate_1
training_331.png,3,prostate_8
training_332.png,5,breast_1
training_333.png,2,breast_16
training_334.png,3,breast_10
training_335.png,3,colon_8
training_336.png,10,breast_11
training_337.png,13,breast_8
training_338.png,8,breast_3
training_339.png,1,colon_4
training_340.png,1,prostate_1
training_341.png,2,breast_18
training_342.png,27,prostate_7
training_343.png,1,breast_3
training_344.png,20,breast_14
training_345.png,1,breast_12
training_346.png,0,prostate_4
training_347.png,1,colon_11
training_348.png,0,colon_3
training_349.png,3,breast_3
training_350.png,1,colon_9
training_351.png,1,breast_12
training_352.png,0,breast_2
training_353.png,36,prostate_5
training_354.png,2,colon_8
training_355.png,1,colon_9
training_356.png,2,colon_8
training_357.png,1,breast_9
training_358.png,5,breast_14
training_359.png,1,colon_10
training_360.png,2,colon_8
training_361.png,35,prostate_8
training_362.png,0,breast_9
training_363.png,2,colon_12
training_364.png,2,prostate_4
training_365.png,0,colon_8
training_366.png,0,prostate_1
training_367.png,4,prostate_11
training_368.png,1,colon_13
training_369.png,0,breast_12
training_370.png,0,colon_8
training_371.png,2,breast_12
training_372.png,6,breast_1
training_373.png,3,breast_8
training_374.png,0,prostate_12
training_375.png,2,prostate_1
training_376.png,1,prostate_1
training_377.png,0,prostate_11
training_378.png,1,prostate_9
training_379.png,1,breast_2
training_380.png,12,colon_3
training_381.png,4,breast_1
training_382.png,4,colon_1
training_383.png,4,prostate_1
training_384.png,1,breast_12
training_385.png,1,breast_15
training_386.png,1,prostate_1
training_387.png,1,colon_12
training_388.png,2,breast_8
training_389.png,3,breast_2
training_390.png,1,breast_16
training_391.png,0,breast_3
training_392.png,3,breast_2
training_393.png,10,prostate_12
training_394.png,0,prostate_6
training_395.png,2,colon_2
training_396.png,6,breast_11
training_397.png,0,colon_11
training_398.png,1,breast_3
training_399.png,3,colon_8
training_400.png,7,prostate_4
training_401.png,1,breast_6
training_402.png,1,prostate_1
training_403.png,1,breast_10
training_404.png,4,prostate_2
training_405.png,0,breast_3
training_406.png,3,breast_9
training_407.png,0,colon_13
training_408.png,3,breast_6
training_409.png,3,colon_11
training_410.png,2,breast_2
training_411.png,0,colon_13
training_412.png,2,breast_11
training_413.png,2,colon_11
training_414.png,1,prostate_1
training_415.png,8,prostate_4
training_416.png,31,prostate_3
training_417.png,1,colon_8
training_418.png,1,colon_11
training_419.png,1,breast_10
training_420.png,0,prostate_2
training_421.png,4,breast_9
training_422.png,1,colon_9
training_423.png,0,colon_4
training_424.png,1,breast_8
training_425.png,1,colon_4
training_426.png,2,colon_4
training_427.png,1,colon_10
training_428.png,2,breast_8
training_429.png,1,prostate_10
training_430.png,1,breast_9
training_431.png,11,breast_9
training_432.png,4,prostate_2
training_433.png,2,breast_3
training_434.png,1,breast_16
training_435.png,16,prostate_12
training_436.png,0,breast_3
training_437.png,6,colon_9
training_438.png,12,prostate_5
training_439.png,9,breast_14
training_440.png,1,colon_5
training_441.png,1,breast_3
training_442.png,0,prostate_8
training_443.png,7,breast_1
training_444.png,1,prostate_11
training_445.png,3,colon_9
training_446.png,1,colon_3
training_447.png,0,breast_4
training_448.png,11,prostate_8
training_449.png,2,colon_3
training_450.png,4,breast_15
training_451.png,1,prostate_2
training_452.png,1,colon_5
training_453.png,37,prostate_3
training_454.png,1,colon_8
training_455.png,9,prostate_10
training_456.png,1,breast_3
training_457.png,0,colon_8
training_458.png,1,breast_12
training_459.png,2,colon_6
training_460.png,5,prostate_1
training_461.png,7,colon_6
training_462.png,2,colon_4
training_463.png,4,breast_11
training_464.png,9,breast_2
training_465.png,3,prostate_2
training_466.png,1,colon_8
training_467.png,2,colon_10
training_468.png,2,colon_1
training_469.png,2,breast_15
training_470.png,0,prostate_8
training_471.png,1,colon_9
training_472.png,2,breast_10
training_473.png,4,breast_13
training_474.png,30,breast_13
training_475.png,0,prostate_1
training_476.png,0,colon_6
training_477.png,3,breast_10
training_478.png,6,colon_6
training_479.png,1,prostate_2
training_480.png,3,colon_3
training_481.png,12,colon_3
training_482.png,0,breast_3
training_483.png,2,breast_2
training_484.png,2,colon_8
training_485.png,11,colon_3
training_486.png,11,prostate_10
training_487.png,6,prostate_12
training_488.png,1,breast_2
training_489.png,1,colon_8
training_490.png,1,colon_8
training_491.png,1,breast_10
training_492.png,10,breast_2
training_493.png,0,prostate_11
training_494.png,0,breast_3
training_495.png,1,breast_2
training_496.png,9,prostate_6
training_497.png,18,colon_4
training_498.png,1,colon_9
training_499.png,8,colon_4
training_500.png,4,colon_8
training_501.png,2,colon_10
training_502.png,1,breast_15
training_503.png,2,colon_10
training_504.png,1,breast_11
training_505.png,1,breast_12
training_506.png,1,colon_1
training_507.png,2,colon_9
training_508.png,1,breast_13
training_509.png,8,colon_10
training_510.png,3,breast_11
training_511.png,2,colon_4
training_512.png,0,colon_3
training_513.png,0,prostate_5
training_514.png,11,prostate_5
training_515.png,2,breast_11
training_516.png,5,breast_3
training_517.png,3,prostate_9
training_518.png,4,colon_8
training_519.png,1,prostate_5
training_520.png,0,breast_12
training_521.png,0,prostate_2
training_522.png,3,colon_4
training_523.png,2,prostate_1
training_524.png,0,prostate_2
training_525.png,0,breast_3
training_526.png,0,colon_4
training_527.png,9,colon_11
training_528.png,1,colon_3
training_529.png,0,prostate_5
training_530.png,1,prostate_10
training_531.png,1,breast_10
training_532.png,4,prostate_7
training_533.png,4,prostate_9
training_534.png,2,prostate_1
training_535.png,1,colon_2
training_536.png,2,breast_16
training_537.png,1,breast_12
training_538.png,12,prostate_12
training_539.png,0,colon_2
training_540.png,2,colon_3
training_541.png,11,breast_1
training_542.png,1,breast_12
training_543.png,2,colon_12
training_544.png,0,breast_9
training_545.png,15,breast_15
training_546.png,7,prostate_9
training_547.png,1,colon_11
training_548.png,5,colon_6
training_549.png,0,breast_8
training_550.png,4,colon_11
training_551.png,1,breast_16
training_552.png,8,breast_13
training_553.png,0,prostate_8
training_554.png,1,colon_4
training_555.png,0,prostate_5
training_556.png,0,breast_3
training_557.png,0,prostate_7
training_558.png,15,breast_18
training_559.png,2,breast_12
training_560.png,1,breast_12
training_561.png,4,breast_9
training_562.png,1,colon_4
training_563.png,0,breast_12
training_564.png,0,prostate_6
training_565.png,0,breast_18
training_566.png,2,colon_4
training_567.png,0,prostate_1
training_568.png,5,colon_13
training_569.png,4,breast_18
training_570.png,3,colon_10
training_571.png,3,breast_8
training_572.png,1,colon_5
training_573.png,8,prostate_9
training_574.png,0,colon_12
training_575.png,2,prostate_3
training_576.png,1,colon_9
training_577.png,2,colon_8
training_578.png,0,colon_13
training_579.png,4,prostate_12
training_580.png,0,prostate_1
training_581.png,0,breast_3
training_582.png,0,prostate_5
training_583.png,1,breast_4
training_584.png,2,colon_2
training_585.png,1,breast_12
training_586.png,0,colon_4
training_587.png,25,prostate_1
training_588.png,0,breast_9
training_589.png,4,colon_9
training_590.png,12,colon_4
training_591.png,0,prostate_5
training_592.png,1,breast_10
training_593.png,1,breast_3
training_594.png,25,prostate_5
training_595.png,1,colon_3
training_596.png,4,prostate_4
training_597.png,2,prostate_1
training_598.png,7,breast_1
training_599.png,1,colon_10
training_600.png,2,colon_5
training_601.png,1,prostate_7
training_602.png,1,breast_18
training_603.png,0,breast_10
training_604.png,7,colon_5
training_605.png,3,breast_15
training_606.png,2,breast_3
training_607.png,2,breast_12
training_608.png,0,colon_13
training_609.png,0,prostate_4
training_610.png,3,colon_10
training_611.png,1,colon_9
training_612.png,1,breast_8
training_613.png,1,breast_16
training_614.png,1,breast_18
training_615.png,0,colon_9
training_616.png,4,colon_9
training_617.png,0,prostate_2
training_618.png,5,prostate_9
training_619.png,5,colon_1
training_620.png,0,colon_3
training_621.png,0,prostate_10
training_622.png,0,breast_1
training_623.png,9,colon_10
training_624.png,2,colon_8
training_625.png,1,colon_10
training_626.png,4,colon_9
training_627.png,0,colon_2
training_628.png,0,breast_12
training_629.png,0,colon_4
training_630.png,7,colon_8
training_631.png,2,breast_12
training_632.png,0,breast_3
training_633.png,1,colon_5
training_634.png,1,breast_16
training_635.png,32,prostate_8
training_636.png,6,breast_1
training_637.png,1,colon_4
training_638.png,4,colon_10
training_639.png,1,breast_3
training_640.png,2,colon_3
training_641.png,25,prostate_11
training_642.png,2,colon_2
training_643.png,0,prostate_6
training_644.png,2,breast_11
training_645.png,0,colon_8
training_646.png,1,prostate_2
training_647.png,5,colon_9
training_648.png,0,breast_9
training_649.png,1,breast_7
training_650.png,1,colon_9
training_651.png,0,colon_2
training_652.png,0,prostate_1
training_653.png,2,prostate_2
training_654.png,2,colon_10
training_655.png,2,breast_3
training_656.png,2,prostate_12
training_657.png,13,colon_3
training_658.png,0,colon_4
training_659.png,0,colon_2
training_660.png,3,colon_8
training_661.png,1,colon_6
training_662.png,5,colon_8
training_663.png,3,colon_4
training_664.png,2,prostate_10
training_665.png,10,prostate_4
training_666.png,0,prostate_11
training_667.png,2,colon_4
training_668.png,1,colon_12
training_669.png,9,prostate_9
training_670.png,2,colon_3
training_671.png,7,breast_11
training_672.png,5,breast_16
training_673.png,0,prostate_1
training_674.png,18,breast_14
training_675.png,3,colon_8
training_676.png,2,colon_9
training_677.png,1,breast_12
training_678.png,14,breast_13
training_679.png,6,breast_2
training_680.png,1,prostate_4
training_681.png,1,breast_6
training_682.png,1,breast_8
training_683.png,0,colon_13
training_684.png,2,colon_3
training_685.png,2,breast_2
training_686.png,1,colon_2
training_687.png,12,breast_7
training_688.png,0,prostate_1
training_689.png,1,breast_12
training_690.png,2,breast_2
training_691.png,3,colon_10
training_692.png,3,colon_9
training_693.png,1,breast_12
training_694.png,10,prostate_4
training_695.png,0,breast_1
training_696.png,6,colon_4
training_697.png,0,colon_4
training_698.png,1,breast_10
training_699.png,0,breast_9
training_700.png,1,breast_2
training_701.png,4,colon_9
training_702.png,1,colon_9
training_703.png,5,colon_8
training_704.png,13,prostate_9
training_705.png,0,breast_9
training_706.png,6,colon_12
training_707.png,1,breast_11
training_708.png,5,prostate_9
training_709.png,1,breast_16
training_710.png,1,prostate_4
training_711.png,4,breast_11
training_712.png,1,breast_8
training_713.png,0,prostate_1
training_714.png,3,prostate_12
training_715.png,20,breast_15
training_716.png,2,breast_12
training_717.png,4,prostate_12
training_718.png,1,breast_8
training_719.png,1,prostate_8
training_720.png,1,prostate_4
training_721.png,2,breast_12
training_722.png,0,colon_4
training_723.png,1,breast_11
training_724.png,0,prostate_4
training_725.png,0,colon_6
training_726.png,1,colon_5
training_727.png,1,prostate_10
training_728.png,0,prostate_7
training_729.png,0,breast_12
training_730.png,0,breast_12
training_731.png,15,breast_3
training_732.png,0,colon_4
training_733.png,8,colon_12
training_734.png,1,breast_12
training_735.png,4,breast_15
training_736.png,21,prostate_3
training_737.png,9,breast_10
training_738.png,2,breast_11
training_739.png,4,colon_3
training_740.png,5,prostate_2
training_741.png,1,colon_10
training_742.png,2,breast_1
training_743.png,6,colon_4
training_744.png,1,breast_9
training_745.png,1,colon_10
training_746.png,1,colon_2
training_747.png,14,prostate_3
training_748.png,2,colon_9
training_749.png,0,breast_13
training_750.png,3,breast_15
training_751.png,2,breast_13
training_752.png,2,prostate_3
training_753.png,7,breast_17
training_754.png,16,breast_13
training_755.png,6,breast_11
training_756.png,6,prostate_1
training_757.png,0,breast_12
training_758.png,1,prostate_5
training_759.png,2,colon_8
training_760.png,1,colon_5
training_761.png,6,prostate_12
training_762.png,0,colon_1
training_763.png,4,colon_4
training_764.png,6,prostate_12
training_765.png,4,colon_11
training_766.png,11,breast_10
training_767.png,0,breast_5
training_768.png,5,colon_3
training_769.png,2,colon_2
training_770.png,1,breast_11
training_771.png,1,breast_18
training_772.png,1,colon_4
training_773.png,0,breast_8
training_774.png,2,colon_5
training_775.png,3,prostate_9
training_776.png,2,breast_12
training_777.png,3,prostate_4
training_778.png,0,prostate_2
training_779.png,1,breast_12
training_780.png,1,colon_12
training_781.png,1,colon_10
training_782.png,1,breast_17
training_783.png,0,breast_12
training_784.png,5,colon_3
training_785.png,1,prostate_1
training_786.png,5,breast_11
training_787.png,3,breast_16
training_788.png,0,colon_5
training_789.png,4,breast_11
training_790.png,5,colon_8
training_791.png,0,breast_12
training_792.png,3,colon_9
training_793.png,0,breast_5
training_794.png,4,breast_10
training_795.png,2,breast_8
training_796.png,1,prostate_11
training_797.png,0,breast_12
training_798.png,4,breast_2
training_799.png,3,breast_2
training_800.png,5,colon_8
training_801.png,3,breast_15
training_802.png,1,colon_8
training_803.png,3,prostate_12
training_804.png,0,prostate_4
training_805.png,0,breast_3
training_806.png,2,colon_5
training_807.png,1,colon_8
training_808.png,0,colon_5
training_809.png,0,prostate_3
training_810.png,4,colon_11
training_811.png,1,breast_10
training_812.png,1,breast_16
training_813.png,1,breast_8
training_814.png,0,breast_11
training_815.png,3,breast_3
training_816.png,11,prostate_1
training_817.png,3,prostate_2
training_818.png,1,breast_18
training_819.png,1,prostate_11
training_820.png,19,breast_14
training_821.png,1,colon_10
training_822.png,0,colon_3
training_823.png,1,breast_9
training_824.png,3,breast_11
training_825.png,0,colon_3
training_826.png,4,prostate_10
training_827.png,6,colon_5
training_828.png,1,prostate_1
training_829.png,2,colon_12
training_830.png,5,colon_13
training_831.png,1,breast_11
training_832.png,6,prostate_9
training_833.png,1,colon_2
training_834.png,7,breast_11
training_835.png,1,prostate_2
training_836.png,3,colon_4
training_837.png,1,breast_8
training_838.png,5,prostate_12
training_839.png,0,prostate_1
training_840.png,1,prostate_1
training_841.png,1,breast_18
training_842.png,1,colon_13
training_843.png,0,breast_12
training_844.png,6,breast_4
training_845.png,0,prostate_2
training_846.png,5,prostate_4
training_847.png,13,prostate_12
training_848.png,10,breast_15
training_849.png,0,prostate_7
training_850.png,13,prostate_3
training_851.png,5,colon_10
training_852.png,6,colon_12
training_853.png,0,prostate_9
training_854.png,14,colon_10
training_855.png,1,breast_8
training_856.png,1,prostate_1
training_857.png,3,colon_8
training_858.png,1,breast_10
training_859.png,1,colon_3
training_860.png,4,colon_9
training_861.png,2,breast_3
training_862.png,0,breast_12
training_863.png,0,breast_18
training_864.png,3,colon_12
training_865.png,2,colon_10
training_866.png,0,prostate_3
training_867.png,6,colon_1
training_868.png,5,breast_11
training_869.png,3,colon_8
training_870.png,1,colon_8
training_871.png,0,breast_3
training_872.png,5,prostate_10
training_873.png,0,colon_13
training_874.png,0,prostate_1
training_875.png,5,breast_1
training_876.png,0,breast_9
training_877.png,1,breast_10
training_878.png,10,prostate_4
training_879.png,1,colon_9
training_880.png,3,breast_2
training_881.png,3,breast_1
training_882.png,0,colon_6
training_883.png,1,breast_10
training_884.png,0,prostate_11
training_885.png,1,colon_5
training_886.png,1,colon_9
training_887.png,3,prostate_8
training_888.png,0,breast_13
training_889.png,1,breast_11
training_890.png,1,colon_10
training_891.png,3,colon_11
training_892.png,2,breast_3
training_893.png,1,colon_8
training_894.png,1,colon_13
training_895.png,1,breast_3
training_896.png,0,prostate_12
training_897.png,4,breast_1
training_898.png,1,colon_10
training_899.png,3,prostate_12
training_900.png,1,prostate_1
training_901.png,1,breast_14
training_902.png,1,colon_4
training_903.png,2,colon_12
training_904.png,33,prostate_5
training_905.png,1,prostate_11
training_906.png,3,breast_3
training_907.png,0,prostate_3
training_908.png,1,breast_2
training_909.png,2,breast_2
training_910.png,0,breast_18
training_911.png,0,prostate_4
training_912.png,0,breast_12
training_913.png,1,colon_8
training_914.png,0,prostate_1
training_915.png,1,breast_8
training_916.png,0,colon_13
training_917.png,0,colon_13
training_918.png,0,prostate_1
training_919.png,3,colon_4
training_920.png,5,colon_1
training_921.png,4,breast_13
training_922.png,2,colon_2
training_923.png,5,prostate_1
training_924.png,8,colon_1
training_925.png,0,colon_10
training_926.png,2,colon_4
training_927.png,4,colon_8
training_928.png,1,prostate_2
training_929.png,3,colon_9
training_930.png,1,colon_11
training_931.png,1,colon_8
training_932.png,2,breast_10
training_933.png,4,breast_13
training_934.png,1,breast_2
training_935.png,1,prostate_2
training_936.png,1,colon_2
training_937.png,0,breast_12
training_938.png,10,breast_11
training_939.png,1,breast_10
training_940.png,5,colon_8
training_941.png,1,prostate_10
training_942.png,9,prostate_3
training_943.png,5,colon_10
training_944.png,1,prostate_9
training_945.png,1,breast_13
training_946.png,1,colon_9
training_947.png,3,breast_11
training_948.png,0,prostate_10
training_949.png,1,colon_5
training_950.png,1,breast_13
training_951.png,3,breast_4
training_952.png,0,colon_13
training_953.png,0,prostate_2
training_954.png,2,colon_2
training_955.png,1,breast_12
training_956.png,1,colon_8
training_957.png,2,colon_5
training_958.png,0,breast_18
training_959.png,0,colon_4
training_960.png,0,breast_12
training_961.png,1,breast_6
training_962.png,4,breast_16
training_963.png,2,colon_9
training_964.png,6,colon_4
training_965.png,2,breast_12
training_966.png,1,breast_3
training_967.png,4,colon_13
training_968.png,1,prostate_11
training_969.png,1,colon_9
training_970.png,2,breast_7
training_971.png,1,breast_8
training_972.png,1,breast_11
training_973.png,9,breast_13
training_974.png,0,colon_6
training_975.png,0,colon_2
training_976.png,1,breast_3
training_977.png,2,colon_12
training_978.png,4,prostate_8
training_979.png,0,prostate_1
training_980.png,10,colon_10
training_981.png,1,colon_5
training_982.png,12,breast_16
training_983.png,6,breast_1
training_984.png,2,breast_18
training_985.png,6,breast_8
training_986.png,1,colon_2
training_987.png,21,prostate_11
training_988.png,5,colon_8
training_989.png,16,colon_3
training_990.png,22,prostate_11
training_991.png,4,breast_2
training_992.png,3,breast_11
training_993.png,10,colon_1
training_994.png,1,colon_4
training_995.png,0,colon_8
training_996.png,1,colon_8
training_997.png,7,prostate_4
training_998.png,2,breast_12
training_999.png,1,colon_10
training_1000.png,1,breast_3
training_1001.png,3,prostate_1
training_1002.png,6,colon_10
training_1003.png,2,prostate_6
training_1004.png,8,colon_2
training_1005.png,4,breast_11
training_1006.png,4,colon_3
training_1007.png,2,prostate_12
training_1008.png,1,breast_6
training_1009.png,2,colon_8
training_1010.png,1,breast_16
training_1011.png,1,breast_11
training_1012.png,0,prostate_7
training_1013.png,0,breast_3
training_1014.png,0,prostate_8
training_1015.png,4,breast_11
training_1016.png,0,colon_4
training_1017.png,2,breast_12
training_1018.png,2,breast_16
training_1019.png,1,colon_9
training_1020.png,2,colon_3
training_1021.png,1,breast_16
training_1022.png,0,breast_9
training_1023.png,5,prostate_12
training_1024.png,0,colon_1
training_1025.png,0,colon_4
training_1026.png,5,colon_6
training_1027.png,1,breast_8
training_1028.png,7,breast_13
training_1029.png,1,colon_9
training_1030.png,2,colon_3
training_1031.png,8,colon_13
training_1032.png,5,colon_5
training_1033.png,9,breast_16
training_1034.png,0,prostate_1
training_1035.png,17,colon_13
training_1036.png,0,prostate_1
training_1037.png,0,breast_12
training_1038.png,6,breast_11
training_1039.png,3,breast_2
training_1040.png,1,breast_17
training_1041.png,1,colon_3
training_1042.png,2,breast_16
training_1043.png,2,colon_1
training_1044.png,5,breast_2
training_1045.png,0,breast_3
training_1046.png,3,colon_2
training_1047.png,7,prostate_11
training_1048.png,3,prostate_7
training_1049.png,0,prostate_1
training_1050.png,1,breast_9
training_1051.png,2,colon_12
training_1052.png,1,breast_18
